Gene	E16.5-031	E16.5-032	E16.5-023	E16.5-024	E16.5-095	E16.5-096	E16.5-047	P0.5-a8	P0.5-a9	P0.5b-4.210	P0.54.311	P1-a12	P1-a13	P1b-6.314	p1b-6.215	P1.5-a16	P1.5-a17	P1.5-a18	P1.5-a19	P2-a20	P2-a21	p2-b22	P2b-5.123	P2b-6.124	P2.5-a25	P2.5-b26	p2.5b-427	P2.5b-528	P3-a29	P3-a30	P3-b31	P3b-5.732	P3b-533	P3.5-a34	P3.5-b35	P3.5b-5.936	P3.5b-5.437	P4-a38	P4-a39	P4b-6.340	P4b-7.341	P4.5-a42	P4.5-b43	P4.5b-6.344	P4.5b-5.545	P5-a46	P5-b47	P5b-2.748	P5b-2.849	P5.5-a50	P5.5-a51	p5.5b-7.952	P5.5b-9.153	P6-a54	P6b-7.255	P6b-8.756	P6c-6.557	P6.5-a58	P6.5-a59	P6.5b-6.360	p6.5b-4.461	P7-c62	P7-c63	P7-a64	P7b-7.765	P7b-8.366	P7.5b-8.767	P7.5b-968	P8-a69	P8-a70	P8b-6.371	P8b-72	P8.5-a73	P8.5-b74	P8.5b-9.175	P8.5b-9.376	P9-a77	P9-a78	P9b-10.379	P9b-1080	P9.5-a81	P9.5-a82	P9.5b-8.283	P9.5b-1084	P10-a85	P10-a86	P10b-6.787	P10b-6.688	P10.5-a89	P10.5c-10.590	P10.5b10.191	P10.5b-6.892	P11-a93	P11-a94	P11b-6.495	P11b-9.296	P11.5-a97	P11.5-a98	P11.5b-6.199	P11.5b-5.5100	P12-a101	P12-a102	P12b-6103	P12b-5.2104	P12.5-a105	P12.5-a106	P12.5b-11.3107	P12.5b-10.8108	P13-b109	P13-b110	P13c-6.1111	P13b-8112	P13.5-b113	P13.5b-6.5114	P13.5b-5115	P14-a116	P14-a117	P14b-5118	P14b-5119	P15-a120	P15-a121	P15c-11.8122	P15b-6.1123	P16-a124	P16-a125	P16c-11.2126	P16b-7127	P17-a128	P17-a129	P17b-9.7130	P17b-12131	P18-a132	P18-a133	P18b-8.6134	P18b-10.2135	P19-a136	P19-a137	p19c-8138	P19b-5.3139	P20-a140	P20c-9.2141	P20c-9.2142	P21-a143	P21b-7.1144	P21b-4145	P21c-10146	P22-a147	P22-a148	P22b-5.2149	p22b-6.1150	P23-a151	P23-a152	P23b-5153	P23b-3.5154	P24-a155	P24-a156	P24b-12.4157	P24c-8158	P25-a159	P25-a160	P25b-11161	P25b-11.1162	P26-a163	P26-a164	P26b-8.2165	P26b-7.6166	P27-a167	P27-a168	p27b-7.6169	P27b-8.1170	P28b-8.3171	P28c-8.4172	P28c-9.2173	p28b-7.3174
TCF12	576.26	732.88	704.73	659.07	703.51	694.27	600.21	283.53	244.13	784.25	582.45	255.31	136.38	260.66	327.46	271.15	224.54	271.15	224.54	200.62	242.11	203.16	517.75	543.05	234.75	207	625.66	570.9	203.91	215.35	196.26	571.93	526.39	261.83	232.29	522.19	511.07	223.95	259.54	484.24	619.6	258.95	285.33	593.51	652.84	127.13	200.66	352.4	443.37	269.72	194.64	588.32	757.13	204.35	670.46	708.82	558.68	171.25	174.59	584.16	560.65	189.28	184.58	146.52	417.14	518.48	487.03	425.69	311.78	249.15	819.92	611.37	181.41	221.27	844.03	680.8	243	209.54	674.58	659.71	198.56	235	613.62	1261.02	136.64	206.06	436.71	383.1	196.84	693.28	757	163.66	187.01	268.03	475.98	607.47	120.99	216.27	646.96	642.28	185.46	196.23	499.82	585.4	196.58	230.17	481.47	496.56	144.28	198.89	526.55	490.99	183	462.89	176.45	172.65	194.27	570.89	591.05	157.45	235.18	433.88	464.86	159.65	94.82	402.21	508.17	165.69	127.08	393.86	442.95	148.74	169.65	468.14	522.57	152.84	126.73	385.77	440.8	151.03	468.17	313.93	149.16	495.96	400.37	411.13	137.1	154.7	421.34	332.43	116.07	150.17	369.94	346.81	165.31	168.3	394.45	343.1	121.25	137.41	393.06	426.55	132.24	134.23	378.02	309.4	141.57	141.83	366.82	343.6	301.7	389.01	419.51	311.95
tfrc	610.77	789.01	683.09	659.07	749.95	668.69	625.8	105.38	71.21	317.04	260.24	64.06	35.58	260.66	258	102.33	53.36	102.33	53.36	133.03	112.28	111.59	441.28	461.8	82.66	58.34	409.2	389.94	95.58	107.68	59.58	335.62	326.91	113.84	98.22	295.91	212.95	98.91	103.32	238.64	230.83	102.92	76	245.75	290.67	68.86	50.16	256.29	258.81	62.73	76.76	373.19	326.21	96.08	287.34	329.64	450.61	72.38	93.38	340.46	339.22	85.18	79.7	87.4	255.67	280.84	253.75	170.28	110.5	104.07	365.81	285.06	101.72	54.91	347.54	373.28	87.29	114.65	449.72	384.91	117.9	106.13	280.81	630.51	120.24	91.58	436.71	529.05	34.74	292.02	403.73	327.33	74.8	40.61	273.85	308.06	55.84	95.41	276.63	228.61	121.45	131.1	388.88	385.51	80.94	76.72	399.21	416.54	41.22	89.82	436.71	419.93	101.6	412.16	220.57	59.76	115.25	385.92	405.12	99.51	125.18	528.38	472.08	91.23	86.2	453.28	578.61	116.19	132.61	282.3	317.29	107.79	128.41	404.07	421.43	87.34	85.12	331.81	360.38	127.47	413.48	396.54	111.28	411.25	410.3	485.99	108.77	105.95	354.9	535.59	66.83	127.92	393.7	395.6	115.46	113.03	448.18	525	133.91	105.59	350.21	367.28	117.35	100.1	347.43	300.27	100.45	78.6	387.61	354.94	400.92	440.64	427.09	426.69
TGFB1 	118.8	88.98	98.52	93.74	110.31	150.74	118.42	140.51	147.5	417.16	223.07	112.25	53.37	199.33	153.81	173.3	175.63	173.3	175.63	109.3	140.35	177.41	298.37	346.35	125.64	163.09	277.25	285.45	159.31	124.24	164.72	325.35	249.34	165.07	144.82	267.1	369.11	140.3	149.52	229.37	258.16	142.75	148.27	301.39	290.67	100.64	175.57	296.34	243.96	206.99	246.73	302.94	285.94	141.68	324.18	348.69	224.16	134.17	146.17	211.45	197.88	127.77	213.94	125.95	262.4	256.84	253.75	383.12	153.92	153.51	283.82	273.8	237.36	161.51	744.73	309.45	176.94	166.05	357.73	315.86	186.15	121.29	317.21	630.51	147.57	194.61	502.21	419.59	150.53	385.27	504.67	490.99	149.6	146.2	423.82	463.52	214.06	161.56	455.1	457.22	186.19	197.89	292.26	349.16	185.02	206.2	317.76	302.14	92.75	176.44	264.98	370.94	217.24	337.34	441.14	177.07	190.98	307.14	268.12	200.28	271.85	307.88	391.24	250.89	241.36	302.19	366.03	204.62	176.81	376.4	406.82	161.99	178	369.97	412.63	189.23	170.23	346.74	419.15	187.28	306.28	264.36	212.3	413.99	317.65	338.65	181.89	217.52	314.38	344.75	109.04	158.51	302.06	264.9	224.61	229.35	251.61	214.58	156.31	164.54	423.8	379.86	136.24	176.7	214.14	242.21	166.03	191.97	304.43	285.76	248.06	412.28	399.62	216.93
THTPA	64.14	79.43	103.37	88.76	95.65	97.98	88.68	57.71	45.77	16.69	99.14	35.08	59.3	61.33	69.46	56.85	48.91	56.85	48.91	48.18	35.09	31.48	65.19	89.8	59.51	57.71	72.65	112.14	44.61	49.7	35.05	99.32	77.57	74	44.81	82.23	85.18	48.05	40.39	83.41	78.97	63.08	51.08	71.87	97.03	37.08	37.62	56.06	72.13	48.09	49.35	92.2	84.57	41.21	40.52	57.16	81.77	37.07	20.3	87.8	89.52	66.25	58.73	38.56	74.01	98.41	85.95	85.14	47.36	44.56	100.91	82.52	55.95	32.3	49.65	79.3	34.21	43.49	91.99	97.04	24.82	37.9	83.2	2522.04	54.66	57.24	152.85	54.73	46.32	108.71	50.47	327.33	9.35	24.37	84.76	66.22	52.74	33.08	98.16	70.76	40.06	40.11	88.27	102.54	57.82	47.95	87.91	100.54	51.53	32.08	80.75	87.75	43.22	55.8	44.11	44.27	42.81	101.62	131.13	47.87	44.25	89.42	85.18	22.81	43.1	80.87	80.5	36.22	77.36	72.76	76.97	28.3	32.36	65.11	82.09	54.59	34.05	66.59	66.51	33.83	79.85	82.61	37.88	98.37	59.56	76.05	40.22	42.19	68.06	61.56	42.21	37.54	81.46	64.48	28.86	39.6	80.59	66.44	37.98	32.55	65.2	67.35	25.76	34.13	57.91	71.34	23.94	30.26	70.7	47.63	67.04	76.35	73.86	57.37
Thy1	285.64	225.67	118.3	88.62	11.57	5.95	6.62	7.53	10.17	33.37	24.79	60.4	35.58	30.67	29.77	11.71	13.34	11.71	13.34	10.07	10.53	8.58	22.57	17.1	6.61	7.53	23.72	22.94	19.12	16.57	7.01	13.7	22.16	17.08	3.23	18.61	14.2	13.5	18.75	18.54	12.15	6.64	6.23	30.14	27.24	5.3	6.27	32.04	12.73	8.36	19.19	30.73	24.16	8.05	22.1	15.24	197.28	15.89	4.06	19.71	18.85	4.73	4.19	17.99	33.64	26.4	12.28	42.57	7.89	5.48	18.92	48.76	8.48	8.08	49.65	23.21	12.98	7.91	10.22	14	6.21	7.58	5.2	630.51	5.47	5.72	21.84	18.24	34.74	26.11	100.93	163.66	18.7	16.24	71.72	37.43	15.51	12.72	44.62	27.22	8.96	9.94	23.86	16.87	13.88	19.18	22.58	26.16	10.31	19.25	31.84	27.46	14.03	22.83	44.11	8.85	29.63	21.69	19.57	16.38	21.49	19.31	36.09	17.11	8.62	48.95	31.45	14.79	22.1	38.8	37.7	12.65	13.57	38.24	60.1	10.92	7.57	44.78	34.03	12.08	22.97	49.57	18.15	53.29	52.94	46.34	19.19	32.82	30.79	61.56	7.03	12.51	33.94	52.28	16.79	17.33	44.56	29.41	16.56	16.63	43.78	50.29	16.03	28.06	50.26	50.6	17.18	25.3	41.59	39.69	21.45	43.63	48.3	25.1
Tnc	1095.67	981.43	968.01	886.78	905.77	772	732.48	348.77	142.41	1117.98	1090.55	180.58	106.73	444.66	441.58	455.48	313.47	455.48	313.47	254.55	375.45	257.53	1780.17	1368.31	400.07	427.18	2195.72	2474.73	395.08	323.03	515.18	2808.27	1972.57	523.67	725.19	3646.9	4202.15	701.15	733.53	2854.44	3161.76	833.28	963.14	4136.05	4594.96	418.45	934.3	3548.05	3818.52	873.98	814.2	4109.44	4434.04	625.73	3057.58	4163.34	3089.05	538.46	438.5	4040.75	4164.83	847.05	797.05	668.32	3384.25	3545.33	5877.14	5363.69	939.29	1201.32	4118.52	4039.55	1037.59	1605.44	9830.46	8380.39	1086.43	1110.95	6664.04	6474.38	1061.08	833.88	5018.2	2522.04	650.41	744.09	4083.22	5418.16	544.22	4557.72	3532.66	1963.98	570.37	674.15	3488.35	4200.5	462.25	632.26	3431.13	3195.07	759.04	881.56	2532.49	2789.42	629.06	589.81	1826.7	1909.8	309.18	359.29	2538.36	1558.58	265.52	940.99	485.25	316.52	424.76	2055.19	1869.04	141.08	211.16	812.9	879.2	136.85	94.82	591.61	776.09	76.66	71.83	636.38	614.95	65.04	62.64	305.9	332.01	76.42	34.05	208.96	180.96	90.02	231.9	231.32	64.72	383.93	367.28	260.23	51.19	45.01	405.94	787.99	38.69	59.79	312.25	329.38	56.15	51.15	152.67	117.64	43.83	45.2	203.05	196.66	76.14	78.11	176.99	180	59.33	72.27	178	191.64	421.03	132.34	132.58	451.79
TST	391.82	453.31	577.67	591.05	514.06	584.84	474.82	286.04	289.91	734.2	632.02	228.16	207.54	459.99	714.47	274.25	273.45	274.25	273.45	271.81	382.47	220.33	609.27	632.84	264.51	215.16	526.32	586.19	146.56	149.09	161.21	476.04	410.03	216.3	126.54	304.91	227.14	151.52	171.61	305.83	285.5	119.51	102.17	336.17	308.12	121.83	103.46	232.27	250.33	167.27	145.29	294.16	277.88	93.88	305.76	312.49	283.06	58.26	48.72	261.62	268.55	146.7	79.7	154.23	282.58	254.44	200.54	255.41	189.44	111.47	454.11	453.84	130.55	117.9	446.84	305.59	109.7	118.61	337.29	341.05	68.26	121.29	291.21	630.51	109.31	125.92	349.37	364.86	185.27	293.62	353.27	163.66	102.85	97.47	286.89	276.39	96.17	105.59	348.02	342.91	96.02	108.23	299.41	263.5	99.45	95.9	285.5	327.28	72.14	89.82	253.61	369.32	140.9	254.9	264.68	123.95	138.3	300.29	422.74	95.73	135.29	284.51	229.54	119.74	86.2	240.47	329.55	98.39	82.88	213.42	246.61	83.1	129.98	258.36	347.4	90.98	98.36	494.84	313.98	147.41	378.48	520.46	133.38	304.68	251.47	326.77	125.22	122.83	291.69	320.12	77.38	98.72	302.06	277.1	128.58	89.93	277.82	482.52	160.69	102.7	264.52	226.3	96.17	120.58	248.01	280.36	97.85	84.47	285.3	244.94	265.49	309.76	306.82	283.26
TTF-1	91.12	96	106.35	97.89	102.9	130.22	108.01	35.13	20.34	100.12	148.71	31.11	106.73	138	79.39	57.19	15.56	57.19	15.56	44.58	38.6	57.23	105.31	85.52	33.06	33.87	91.92	89.2	25.49	24.85	28.04	58.22	55.41	34.15	24.73	89.43	99.38	41.39	42.4	85.73	100.23	39.84	17.44	60.28	95.33	52.97	21.95	88.1	95.46	25.09	13.71	127.32	120.82	32.68	62.63	45.73	99.5	19.42	20.3	107.51	122.5	52.05	33.56	33.42	47.1	88.81	118.69	42.57	39.47	38.34	88.3	93.77	20.34	46.84	297.89	96.7	35.39	43.49	102.21	146.5	31.03	45.48	83.2	630.51	27.33	40.07	43.67	164.19	34.74	137.48	252.33	163.66	56.1	40.61	110.84	146.83	49.64	27.99	116.01	114.3	35.67	36.79	93.04	118.12	50.88	28.77	137.91	115.42	61.84	44.91	94.39	121.13	33.12	106.53	220.57	39.84	46.1	94.77	129.17	36.53	45.52	109.74	118.38	28.51	34.48	112.79	115.72	49.19	55.25	129.99	135.87	43.96	50.11	107.48	127.53	54.59	35.94	126.29	131.47	49.54	136.73	156.96	33.94	135.26	132.35	105.75	39.3	45.01	116.68	160.06	45.73	29.2	78.06	85.39	46.71	47.03	127.12	103.48	36.03	30.38	132.26	118.54	34.92	36.4	115.81	123.59	26.02	31.62	110.63	102.06	113.97	124.34	125	93.23
ubc	15.4	13.61	22.02	18.53	15.74	23.45	19.85	12.55	10.17	33.37	61.96	10.07	5.93	15.33	29.77	7.24	4.45	7.24	4.45	7.91	3.51	5.72	21.31	38.48	3.31	3.14	28.17	35.68	6.37	8.28	7.01	30.82	38.79	11.38	4.3	21.61	28.39	7.19	2.01	25.49	36.45	6.64	7.48	32.46	38.73	5.3	3.14	56.06	8.49	10.45	2.74	21.95	24.16	7.07	47.89	30.49	22.3	3.53	4.06	25.09	14.13	14.2	8.39	10.28	20.18	28.8	8.19	42.57	3.95	4.89	44.15	22.5	5.09	4.85	49.65	23.21	4.72	3.95	20.44	22.39	6.21	3.79	36.4	1261.02	5.47	11.45	43.67	18.24	11.58	33.57	100.93	163.66	9.35	8.12	19.56	17.27	3.1	8.91	31.23	27.22	5.3	5.3	41.75	33.75	4.63	4.8	22.58	28.21	10.31	6.42	26.16	29.61	3.93	22.83	44.11	2.21	6.59	47.95	23.49	7.56	12.64	12.19	25.99	5.7	17.24	36.18	22.64	6.64	16.58	22.31	36.13	4.22	5.22	18.6	36.65	10.92	1.89	29.85	41.76	8.46	25.16	57.83	7.1	34.16	29.78	32.08	8.23	2.81	32.41	49.25	17.59	11.12	13.58	36.6	7.35	7.43	25.55	25.05	6.33	11.57	40.05	42.21	10.3	3.03	24.04	26.54	7.29	7.68	32.44	18.14	33.52	40.72	49.24	21.51
Vegf	138.02	129.26	139.57	165.63	160.6	309.47	286.78	278.51	193.27	150.18	173.5	170.81	160.1	138	193.5	445.49	231.21	445.49	231.21	232.98	231.58	286.14	797.31	303.59	208.3	365.71	616.76	902.22	159.31	198.78	101.63	301.38	182.85	182.15	169.2	392.54	141.96	420.37	341.88	674.22	394.84	461.46	382.51	660.75	1071.6	95.34	319.8	584.67	604.6	336.63	186.42	408.31	414.81	353.59	357.33	447.77	832.59	248.93	223.31	727.51	584.21	492.14	444.67	454.97	578.62	964.94	1092.75	170.28	489.38	695.63	441.5	442.59	442.5	449.01	446.84	1284.23	805.68	680.01	327.07	1545.7	316.46	447.26	1118.04	630.51	306.08	446.45	524.05	310.13	486.32	1617.29	252.33	163.66	402.06	471.09	1062.81	855.07	325.75	426.17	731.74	996.08	463.47	435.39	1124.89	1240.9	527.3	652.15	1428.29	1599.97	432.85	522.89	1335.14	1147.26	645.55	1346.81	352.91	329.8	349.03	1616.75	953.11	483.7	572.78	1027.3	1443.68	478.96	474.11	1125.76	1871.67	706.51	497.29	1863.56	2184.12	778.01	734.97	1364.13	1685.72	607.73	627.96	1250.32	1808.07	920.1	2059.74	809.61	726.08	2307.66	1773.54	2005.75	724.82	852.28	1618.09	437.09	587.4	856.53	1242.2	2033.78	697.46	803.56	2174.06	1938.8	793.73	861.01	1993.23	2042.96	840.93	960.83	1639.92	1718.68	644.86	731.3	1908.95	1666.95	1582.23	1958.15	1952.66	1538.23
VIM	2649.97	1736.9	2603.62	3469.71	3041.29	3625.3	3751.68	587.14	991.79	1468.39	2181.1	837.6	717.48	1211.3	1969.75	1107.34	740.33	1107.34	740.33	952.05	740.37	701.04	2138.71	1731.76	624.9	908.31	2659.78	2456.89	356.84	389.29	851.63	1866.47	1241.17	569.2	822.7	2662.55	1149.91	1002.62	781.51	4073.14	2536.09	1391.01	1272.14	3479.94	5442.71	248.95	1257.23	2739.13	3294.53	1187.61	660.68	2498.15	2569.41	1279.25	2195.56	2257.92	4724.5	1445.9	1177.44	3137.63	2963.44	1306.07	1195.57	1277.53	1883.88	2662	3753.02	1064.22	903.77	1343.59	2857.1	2332.96	1666.58	999.76	1886.65	2910.8	1835.49	1035.83	735.91	3409.58	968	1292.52	3208.52	630.51	803.45	1041.72	2030.69	1149.31	1053.7	5117.24	2472.86	981.99	1019.18	1388.9	3377.51	2254.28	825.23	1253.08	2467.38	3913.55	1354.93	1197.13	3986.62	4931.13	1269.68	1390.62	4346.98	4750.66	453.46	773.11	4659.34	4795.25	1424.15	4074.67	1235.18	1181.97	1033.92	5987.45	2487.48	731.85	800.37	2482.38	3457.61	997.84	586.17	3409.21	3886.73	1537.05	972.47	4010.38	3968.48	1050.2	1427.67	3437.19	4398.26	695.07	1072.45	4424.9	4199.23	1274.73	3930.24	2461.86	962.84	4012.79	2799.28	3852.29	1020.96	1066.99	3585.41	2259.32	706.99	782.83	2864.52	3539.51	884.81	1074.99	4685.56	4381.91	899.4	1195.86	4290.11	4180.21	1137.46	1327.87	3103.95	3666.29	1142.43	1293.67	4175.57	4052.84	4380.64	4550.35	4660.07	3239.61
Wif1	13.2	16.98	38.06	38.02	23.76	15.72	15.71	7.53	10.17	83.43	49.57	7.02	29.65	46	39.69	6.89	11.12	6.89	11.12	9.35	17.54	8.58	30.09	25.66	13.23	15.05	28.17	33.13	25.49	24.85	7.01	37.67	38.79	22.77	19.36	37.21	56.79	18.24	18.08	32.44	24.3	36.52	22.43	48.69	49.79	5.3	18.81	72.08	65.76	10.45	16.45	48.29	60.41	15.36	69.99	83.84	47.46	24.72	16.24	35.84	23.56	52.05	29.36	12.85	60.55	48.01	65.48	42.57	27.63	22.65	44.15	52.51	23.74	40.38	99.3	90.9	29.49	35.58	122.65	74.18	18.62	26.53	83.2	630.51	5.47	34.34	65.51	54.73	69.47	71.94	201.87	163.66	18.7	48.73	71.72	63.34	31.02	17.81	40.16	70.76	18.47	21.21	48.91	62.3	18.5	19.18	46.78	44.12	10.31	22.46	25.02	50.61	15.72	39.31	44.11	13.28	23.05	35.39	56.76	20.15	17.7	38.61	31.76	5.7	43.1	44.69	25.16	9.66	16.58	24.25	22.78	7.83	7.31	21.7	23.45	10.92	7.57	27.56	12.37	3.62	12.03	49.57	11.05	9.56	19.85	9.51	5.48	8.44	13.77	24.62	10.55	1.39	13.58	10.46	7.35	9.08	11.79	15.25	6.82	2.17	7.45	9.88	4.01	8.34	7.65	10.78	3.12	6.32	9.98	17.01	16.09	13.09	14.2	12.55
ywhaz	1620.99	1542.94	1910.27	1744.26	1802.59	2011.31	1735.85	361.31	300.08	1418.33	1387.97	466.08	379.49	1609.96	1319.78	577.44	302.36	577.44	302.36	392.61	407.03	480.72	1267.43	1128.85	350.47	494.3	1584.89	1705.04	407.82	339.59	441.58	1486.33	1086.02	335.83	497.92	1444.72	1462.23	517.71	515.72	1207.11	1357.64	471.42	554.46	1337.72	1790.41	270.14	492.23	1441.65	1497.71	464.17	372.83	1567.38	1687.43	422.11	1153.04	1398.58	1745.24	407.82	373.53	1569.71	1418.12	440.09	469.84	393.28	1446.55	1603.44	1980.87	1149.36	536.74	527.16	1545.23	1612.82	484.89	671.89	2035.6	2243.54	543.81	387.45	1727.34	2143.82	341.28	356.29	1632.86	2522.04	311.54	400.66	1288.29	1587.14	428.43	2067.04	1614.93	818.33	430.11	389.87	1525.75	1675.59	369.18	468.15	1467.93	1747.22	492.92	545.11	1932.47	2157.29	504.17	364.44	1844.44	2007.78	371.01	384.95	1785.49	1793.84	482.76	1594.11	926.39	405.06	602.57	1732.07	1673.33	445.91	594.27	1822.92	1726.64	410.54	353.42	1521.59	1749.66	480.46	436.51	1753.94	1778.08	471.51	504.77	1701.03	1866.02	374.83	393.42	1547.68	1589.99	490.56	1826.75	1800.96	429.33	1507.02	1333.46	1534.02	352.81	420.05	1562.19	2850.31	291.94	453.29	1510.32	1425.56	502.23	498.31	1501.79	1557.58	413.91	396.33	1650.47	1641.55	377.82	510.37	1255.35	1324.68	475.71	555.14	1493.89	1390.26	1564.8	1466.61	1555.88	1303.37
